epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
35,982.131,1.11367,4.82155,0.96751,0.00086,0.02408,0.00242,0.00168,1.085,4.57472,1.14415,3.317e-05,3.317e-05,3.317e-05
36,1009.42,1.10736,4.75012,0.96842,0.00108,0.02474,0.00232,0.00168,1.05953,4.5401,1.14331,3.2675e-05,3.2675e-05,3.2675e-05
37,1036.84,1.10888,4.66829,0.96715,0.00114,0.02505,0.00309,0.0025,0.85653,4.44298,1.13082,3.218e-05,3.218e-05,3.218e-05
38,1064.08,1.09278,4.5897,0.95912,0.00139,0.02612,0.00285,0.00231,0.89841,4.38806,1.13352,3.1685e-05,3.1685e-05,3.1685e-05
39,1094.12,1.09143,4.5318,0.95311,0.00156,0.0274,0.00287,0.00211,0.94045,4.35234,1.13739,3.119e-05,3.119e-05,3.119e-05
40,1123.59,1.03627,4.45156,0.95583,0.00231,0.03041,0.00383,0.00319,0.83243,4.26067,1.13112,3.0695e-05,3.0695e-05,3.0695e-05
41,1151.04,1.04432,4.36284,0.9477,0.00258,0.03255,0.00458,0.00345,0.96888,4.14808,1.1293,3.02e-05,3.02e-05,3.02e-05
42,1178.48,1.04018,4.32013,0.94369,0.00243,0.0323,0.00502,0.00391,0.85674,4.11965,1.12887,2.9705e-05,2.9705e-05,2.9705e-05
43,1205.56,1.03194,4.25765,0.94503,0.00238,0.03281,0.0052,0.00401,0.91428,4.06074,1.12429,2.921e-05,2.921e-05,2.921e-05
44,1232.57,1.01374,4.20109,0.94538,0.00221,0.035,0.00558,0.00485,0.71031,4.05014,1.1259,2.8715e-05,2.8715e-05,2.8715e-05
45,1259.56,0.98121,4.14087,0.93954,0.00234,0.03327,0.00625,0.00515,0.77904,4.01316,1.12666,2.822e-05,2.822e-05,2.822e-05
46,1286.79,0.99706,4.09742,0.93644,0.00322,0.03296,0.00697,0.00506,0.90936,3.91315,1.12075,2.7725e-05,2.7725e-05,2.7725e-05
47,1314.02,1.00129,4.06301,0.92985,0.00312,0.03204,0.00681,0.00532,0.79674,3.95338,1.13107,2.723e-05,2.723e-05,2.723e-05
48,1341.31,0.98028,4.02315,0.93355,0.00224,0.03245,0.00631,0.00483,0.95837,3.76792,1.11731,2.6735e-05,2.6735e-05,2.6735e-05
49,1368.29,1.00418,4.00486,0.93738,0.00214,0.03224,0.00634,0.00506,0.88093,3.76398,1.11632,2.624e-05,2.624e-05,2.624e-05
50,1395.28,0.96168,3.95904,0.93439,0.0021,0.03286,0.00656,0.00561,0.81551,3.71516,1.11565,2.5745e-05,2.5745e-05,2.5745e-05
51,1422.58,0.94558,3.9126,0.92833,0.00231,0.03204,0.00656,0.0054,0.84899,3.68162,1.11359,2.525e-05,2.525e-05,2.525e-05
52,1450.01,0.98766,3.91567,0.92935,0.00483,0.03179,0.00767,0.00522,0.86194,3.6749,1.11768,2.4755e-05,2.4755e-05,2.4755e-05
53,1477.06,0.98336,3.88715,0.93192,0.00233,0.03168,0.00631,0.00507,0.85579,3.64861,1.11812,2.426e-05,2.426e-05,2.426e-05
54,1504.21,0.96235,3.84793,0.92529,0.00266,0.03306,0.00687,0.00567,0.78828,3.58715,1.11142,2.3765e-05,2.3765e-05,2.3765e-05
55,1531.25,0.95061,3.82735,0.9297,0.00233,0.03311,0.00666,0.00584,0.70153,3.60301,1.11063,2.327e-05,2.327e-05,2.327e-05
56,1559.93,0.95572,3.81057,0.92935,0.0022,0.03265,0.00613,0.00506,0.7465,3.54151,1.10842,2.2775e-05,2.2775e-05,2.2775e-05
57,1587.2,0.95742,3.80027,0.92815,0.0027,0.03245,0.00625,0.00525,0.68587,3.57224,1.10822,2.228e-05,2.228e-05,2.228e-05
58,1614.35,0.94393,3.76253,0.9233,0.00222,0.03194,0.0058,0.00475,0.69123,3.47857,1.1045,2.1785e-05,2.1785e-05,2.1785e-05
59,1641.59,0.93968,3.74098,0.92553,0.00253,0.0325,0.00601,0.00493,0.68955,3.46908,1.10403,2.129e-05,2.129e-05,2.129e-05
60,1670.91,0.92308,3.72737,0.91972,0.00303,0.03296,0.00632,0.005,0.73724,3.48219,1.10462,2.0795e-05,2.0795e-05,2.0795e-05
61,1698.34,0.92723,3.70905,0.91906,0.00267,0.03296,0.00641,0.00512,0.81255,3.39967,1.10276,2.03e-05,2.03e-05,2.03e-05
62,1725.99,0.92999,3.69638,0.91377,0.00302,0.03265,0.0065,0.0053,0.74141,3.44946,1.10525,1.9805e-05,1.9805e-05,1.9805e-05
63,1753.28,0.92871,3.69829,0.92147,0.00271,0.03199,0.00617,0.00502,0.776,3.46135,1.10393,1.931e-05,1.931e-05,1.931e-05
64,1780.36,0.92433,3.681,0.91635,0.00285,0.02995,0.00507,0.00403,0.81543,3.65514,1.1077,1.8815e-05,1.8815e-05,1.8815e-05
65,1806.95,0.94331,3.6813,0.92332,0.00332,0.0123,0.00313,0.00239,1.47795,4.46094,1.2439,1.832e-05,1.832e-05,1.832e-05
